,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,first_time,first_time_1,OUT
3996,3996,QSAR-TID-10207,1,62,active,Sparse_ARFF,,,,0,1026,89,0,0,1025,1,0.627847195,0.392004728,FALSE
3997,3997,QSAR-TID-51,1,62,active,Sparse_ARFF,,,,0,1026,3356,0,0,1025,1,1.052614927,0.482998133,FALSE
3998,3998,QSAR-TID-10230,1,62,active,Sparse_ARFF,,,,0,1026,19,0,0,1025,1,0.494873762,0.71300149,TRUE
3999,3999,QSAR-TID-11430,1,62,active,Sparse_ARFF,,,,0,1026,614,0,0,1025,1,0.605030775,0.476994038,FALSE
4000,4000,QSAR-TID-106,1,62,active,Sparse_ARFF,,,,0,1026,1236,0,0,1025,1,0.879752636,0.461939096,FALSE
4001,4001,QSAR-TID-100042,1,62,active,Sparse_ARFF,,,,0,1026,14,0,0,1025,1,0.456459761,0.25903368,FALSE
4002,4002,QSAR-TID-102718,1,62,active,Sparse_ARFF,,,,0,1026,31,0,0,1025,1,0.444682121,0.274965286,FALSE
4003,4003,QSAR-TID-102711,1,62,active,Sparse_ARFF,,,,0,1026,74,0,0,1025,1,0.58098197,0.429033041,FALSE
4004,4004,QSAR-TID-100075,1,62,active,Sparse_ARFF,,,,0,1026,145,0,0,1025,1,0.646502733,0.397964716,FALSE
4005,4005,QSAR-TID-48,1,62,active,Sparse_ARFF,,,,0,1026,551,0,0,1025,1,0.709419727,0.59099865,FALSE
4006,4006,QSAR-TID-100995,1,62,active,Sparse_ARFF,,,,0,1026,785,0,0,1025,1,0.669674397,0.598002434,FALSE
4007,4007,QSAR-TID-17147,1,62,active,Sparse_ARFF,,,,0,1026,18,0,0,1025,1,0.433931112,0.353996515,FALSE
4008,4008,QSAR-TID-101058,1,62,active,Sparse_ARFF,,,,0,1026,594,0,0,1025,1,0.729005098,0.529001236,FALSE
4009,4009,QSAR-TID-163,1,62,active,Sparse_ARFF,,,,0,1026,2570,0,0,1025,1,0.956503153,0.579999685,FALSE
4010,4010,QSAR-TID-10426,1,62,active,Sparse_ARFF,,,,0,1026,27,0,0,1025,1,0.472034454,0.323521376,FALSE
4011,4011,QSAR-TID-10926,1,62,active,Sparse_ARFF,,,,0,1026,62,0,0,1025,1,0.506062031,0.391536474,FALSE
4012,4012,QSAR-TID-215,1,62,active,Sparse_ARFF,,,,0,1026,726,0,0,1025,1,0.694011211,0.451996326,FALSE
4013,4013,QSAR-TID-12268,1,62,active,Sparse_ARFF,,,,0,1026,1352,0,0,1025,1,0.743240833,0.450100422,FALSE
4014,4014,QSAR-TID-103453,1,62,active,Sparse_ARFF,,,,0,1026,73,0,0,1025,1,0.551314354,0.524498224,FALSE
4015,4015,QSAR-TID-11575,1,62,active,Sparse_ARFF,,,,0,1026,1490,0,0,1025,1,0.839002609,0.472335815,FALSE
4016,4016,QSAR-TID-12708,1,62,active,Sparse_ARFF,,,,0,1026,469,0,0,1025,1,0.637001276,0.42569685,FALSE
4017,4017,QSAR-TID-11110,1,62,active,Sparse_ARFF,,,,0,1026,969,0,0,1025,1,0.660039663,0.36999321,FALSE
4018,4018,QSAR-TID-12244,1,62,active,Sparse_ARFF,,,,0,1026,10,0,0,1025,1,0.448620796,0.241573095,FALSE
4019,4019,QSAR-TID-12983,1,62,active,Sparse_ARFF,,,,0,1026,810,0,0,1025,1,0.790272951,0.40896678,FALSE
4020,4020,QSAR-TID-11225,1,62,active,Sparse_ARFF,,,,0,1026,2585,0,0,1025,1,1.035034895,0.403995514,FALSE
4021,4021,QSAR-TID-100863,1,62,active,Sparse_ARFF,,,,0,1026,350,0,0,1025,1,0.603008509,0.372003317,FALSE
4022,4022,QSAR-TID-10625,1,62,active,Sparse_ARFF,,,,0,1026,40,0,0,1025,1,0.43454814,0.260995865,FALSE
4023,4023,QSAR-TID-30027,1,62,active,Sparse_ARFF,,,,0,1026,83,0,0,1025,1,0.604539394,0.417001009,FALSE
4024,4024,QSAR-TID-10142,1,62,active,Sparse_ARFF,,,,0,1026,2872,0,0,1025,1,1.09803915,0.40199995,FALSE
4025,4025,QSAR-TID-11361,1,62,active,Sparse_ARFF,,,,0,1026,79,0,0,1025,1,0.576435804,0.342035055,FALSE
4026,4026,QSAR-TID-17085,1,62,active,Sparse_ARFF,,,,0,1026,1159,0,0,1025,1,0.753054619,0.383962154,FALSE
4027,4027,QSAR-TID-11907,1,62,active,Sparse_ARFF,,,,0,1026,270,0,0,1025,1,0.634537458,0.320999861,FALSE
4028,4028,QSAR-TID-10277,1,62,active,Sparse_ARFF,,,,0,1026,886,0,0,1025,1,0.691003561,0.368035793,FALSE
4029,4029,QSAR-TID-11296,1,62,active,Sparse_ARFF,,,,0,1026,156,0,0,1025,1,0.548377514,0.343965292,FALSE
4030,4030,QSAR-TID-17086,1,62,active,Sparse_ARFF,,,,0,1026,74,0,0,1025,1,0.454007149,0.268841028,FALSE
4031,4031,QSAR-TID-10402,1,62,active,Sparse_ARFF,,,,0,1026,65,0,0,1025,1,0.502470016,0.285994053,FALSE
4032,4032,QSAR-TID-101504,1,62,active,Sparse_ARFF,,,,0,1026,99,0,0,1025,1,0.582754135,0.359004974,FALSE
4033,4033,QSAR-TID-30047,1,62,active,Sparse_ARFF,,,,0,1026,97,0,0,1025,1,0.532997847,0.377971888,FALSE
4034,4034,QSAR-TID-11054,1,62,active,Sparse_ARFF,,,,0,1026,344,0,0,1025,1,0.639582634,0.336033583,FALSE
4035,4035,QSAR-TID-11499,1,62,active,Sparse_ARFF,,,,0,1026,12,0,0,1025,1,0.504700899,0.229993582,FALSE
4036,4036,QSAR-TID-11064,1,62,active,Sparse_ARFF,,,,0,1026,14,0,0,1025,1,0.402460337,0.257004976,FALSE
4037,4037,QSAR-TID-11286,1,62,active,Sparse_ARFF,,,,0,1026,297,0,0,1025,1,0.57401824,0.332318306,FALSE
4038,4038,QSAR-TID-17024,1,62,active,Sparse_ARFF,,,,0,1026,373,0,0,1025,1,0.648008585,0.340006113,FALSE
4039,4039,QSAR-TID-30014,1,62,active,Sparse_ARFF,,,,0,1026,987,0,0,1025,1,0.701980591,0.380994081,FALSE
4040,4040,QSAR-TID-20162,1,62,active,Sparse_ARFF,,,,0,1026,156,0,0,1025,1,0.62913394,0.318903208,FALSE
4041,4041,QSAR-TID-100097,1,62,active,Sparse_ARFF,,,,0,1026,894,0,0,1025,1,0.723766088,0.367036819,FALSE
4042,4042,QSAR-TID-12536,1,62,active,Sparse_ARFF,,,,0,1026,202,0,0,1025,1,0.604001522,0.344961643,FALSE
4043,4043,QSAR-TID-103458,1,62,active,Sparse_ARFF,,,,0,1026,72,0,0,1025,1,0.546005487,0.329999924,FALSE
4044,4044,QSAR-TID-100862,1,62,active,Sparse_ARFF,,,,0,1026,177,0,0,1025,1,0.551924229,0.305001974,FALSE
4045,4045,QSAR-TID-259,1,62,active,Sparse_ARFF,,,,0,1026,4332,0,0,1025,1,1.26791501,0.423806906,FALSE
4046,4046,QSAR-TID-12955,1,62,active,Sparse_ARFF,,,,0,1026,532,0,0,1025,1,0.729182243,0.350024462,FALSE
4047,4047,QSAR-TID-101225,1,62,active,Sparse_ARFF,,,,0,1026,79,0,0,1025,1,0.615031719,0.345888615,FALSE
4048,4048,QSAR-TID-11727,1,62,active,Sparse_ARFF,,,,0,1026,1174,0,0,1025,1,0.754139662,0.3869946,FALSE
4049,4049,QSAR-TID-282,1,62,active,Sparse_ARFF,,,,0,1026,479,0,0,1025,1,0.660998344,0.364001513,FALSE
4050,4050,QSAR-TID-218,1,62,active,Sparse_ARFF,,,,0,1026,613,0,0,1025,1,0.70243144,0.382964611,FALSE
4051,4051,QSAR-TID-11379,1,62,active,Sparse_ARFF,,,,0,1026,429,0,0,1025,1,0.639552593,0.35403204,FALSE
4052,4052,QSAR-TID-10264,1,62,active,Sparse_ARFF,,,,0,1026,146,0,0,1025,1,0.623969555,0.385995388,FALSE
4053,4053,QSAR-TID-30009,1,62,active,Sparse_ARFF,,,,0,1026,102,0,0,1025,1,0.693464279,0.368971348,FALSE
4054,4054,QSAR-TID-11168,1,62,active,Sparse_ARFF,,,,0,1026,62,0,0,1025,1,0.447563648,0.274026871,FALSE
4055,4055,QSAR-TID-10654,1,62,active,Sparse_ARFF,,,,0,1026,122,0,0,1025,1,0.480916262,0.327522278,FALSE
4056,4056,QSAR-TID-277,1,62,active,Sparse_ARFF,,,,0,1026,133,0,0,1025,1,0.51702857,0.311999083,FALSE
4057,4057,QSAR-TID-10547,1,62,active,Sparse_ARFF,,,,0,1026,622,0,0,1025,1,0.754972219,0.385996342,FALSE
4058,4058,QSAR-TID-11634,1,62,active,Sparse_ARFF,,,,0,1026,569,0,0,1025,1,0.652179003,0.354014874,FALSE
4059,4059,QSAR-TID-10364,1,62,active,Sparse_ARFF,,,,0,1026,64,0,0,1025,1,0.566800356,0.33599782,FALSE
4060,4060,QSAR-TID-11602,1,62,active,Sparse_ARFF,,,,0,1026,53,0,0,1025,1,0.49093771,0.259749174,FALSE
4061,4061,QSAR-TID-11287,1,62,active,Sparse_ARFF,,,,0,1026,100,0,0,1025,1,0.573009253,0.330961466,FALSE
4062,4062,QSAR-TID-10844,1,62,active,Sparse_ARFF,,,,0,1026,166,0,0,1025,1,0.591254234,0.371583223,FALSE
4063,4063,QSAR-TID-245,1,62,active,Sparse_ARFF,,,,0,1026,20,0,0,1025,1,0.533070087,0.217979431,FALSE
4064,4064,QSAR-TID-10695,1,62,active,Sparse_ARFF,,,,0,1026,1292,0,0,1025,1,0.792621613,0.376999855,FALSE
4065,4065,QSAR-TID-100907,1,62,active,Sparse_ARFF,,,,0,1026,80,0,0,1025,1,0.549421549,0.360514879,FALSE
4066,4066,QSAR-TID-10528,1,62,active,Sparse_ARFF,,,,0,1026,62,0,0,1025,1,0.558973312,0.275030136,FALSE
4067,4067,QSAR-TID-11066,1,62,active,Sparse_ARFF,,,,0,1026,25,0,0,1025,1,0.494025946,0.239588261,FALSE
4068,4068,QSAR-TID-100990,1,62,active,Sparse_ARFF,,,,0,1026,81,0,0,1025,1,0.606972694,0.365999937,FALSE
4069,4069,QSAR-TID-101180,1,62,active,Sparse_ARFF,,,,0,1026,79,0,0,1025,1,0.565037251,0.334999323,FALSE
4070,4070,QSAR-TID-100796,1,62,active,Sparse_ARFF,,,,0,1026,14,0,0,1025,1,0.455867529,0.261200666,FALSE
4071,4071,QSAR-TID-10950,1,62,active,Sparse_ARFF,,,,0,1026,889,0,0,1025,1,0.775193453,0.360993624,FALSE
4072,4072,QSAR-TID-30030,1,62,active,Sparse_ARFF,,,,0,1026,80,0,0,1025,1,0.636918783,0.362004757,FALSE
4073,4073,QSAR-TID-17023,1,62,active,Sparse_ARFF,,,,0,1026,18,0,0,1025,1,0.497522831,0.297973633,FALSE
4074,4074,QSAR-TID-11891,1,62,active,Sparse_ARFF,,,,0,1026,121,0,0,1025,1,0.481002092,0.314993858,FALSE
4075,4075,QSAR-TID-10434,1,62,active,Sparse_ARFF,,,,0,1026,3650,0,0,1025,1,1.22125864,0.521532297,FALSE
4076,4076,QSAR-TID-10773,1,62,active,Sparse_ARFF,,,,0,1026,525,0,0,1025,1,0.635845184,0.507996559,FALSE
4077,4077,QSAR-TID-11261,1,62,active,Sparse_ARFF,,,,0,1026,748,0,0,1025,1,0.800996542,0.471003771,FALSE
4078,4078,QSAR-TID-12699,1,62,active,Sparse_ARFF,,,,0,1026,789,0,0,1025,1,0.701039314,0.467031956,FALSE
4079,4079,QSAR-TID-103106,1,62,active,Sparse_ARFF,,,,0,1026,664,0,0,1025,1,0.763204813,0.585948706,FALSE
4080,4080,QSAR-TID-11636,1,62,active,Sparse_ARFF,,,,0,1026,411,0,0,1025,1,0.609002352,0.388996601,FALSE
4081,4081,QSAR-TID-100949,1,62,active,Sparse_ARFF,,,,0,1026,102,0,0,1025,1,0.559561014,0.41003108,FALSE
4082,4082,QSAR-TID-12173,1,62,active,Sparse_ARFF,,,,0,1026,114,0,0,1025,1,0.505037546,0.310194254,FALSE
4083,4083,QSAR-TID-103037,1,62,active,Sparse_ARFF,,,,0,1026,39,0,0,1025,1,0.537679911,0.278982162,FALSE
4084,4084,QSAR-TID-10396,1,62,active,Sparse_ARFF,,,,0,1026,662,0,0,1025,1,0.785003185,0.392437935,FALSE
4085,4085,QSAR-TID-10967,1,62,active,Sparse_ARFF,,,,0,1026,101,0,0,1025,1,0.572002888,0.454708815,FALSE
4086,4086,QSAR-TID-12264,1,62,active,Sparse_ARFF,,,,0,1026,24,0,0,1025,1,0.442974806,0.274833202,FALSE
4087,4087,QSAR-TID-101226,1,62,active,Sparse_ARFF,,,,0,1026,79,0,0,1025,1,0.664534569,0.385064602,FALSE
4088,4088,QSAR-TID-30036,1,62,active,Sparse_ARFF,,,,0,1026,1116,0,0,1025,1,0.768040419,0.422028065,FALSE
4089,4089,QSAR-TID-101211,1,62,active,Sparse_ARFF,,,,0,1026,82,0,0,1025,1,0.665878057,0.373919964,FALSE
4090,4090,QSAR-TID-18046,1,62,active,Sparse_ARFF,,,,0,1026,337,0,0,1025,1,0.605996609,0.387824774,FALSE
4091,4091,QSAR-TID-10647,1,62,active,Sparse_ARFF,,,,0,1026,890,0,0,1025,1,0.749102831,0.425034523,FALSE
4092,4092,QSAR-TID-100914,1,62,active,Sparse_ARFF,,,,0,1026,80,0,0,1025,1,0.581003666,0.392032862,FALSE
4093,4093,QSAR-TID-100909,1,62,active,Sparse_ARFF,,,,0,1026,81,0,0,1025,1,0.661005735,0.389921904,FALSE
4094,4094,QSAR-TID-20105,1,62,active,Sparse_ARFF,,,,0,1026,101,0,0,1025,1,0.597005367,0.35784173,FALSE
4095,4095,QSAR-TID-10355,1,62,active,Sparse_ARFF,,,,0,1026,15,0,0,1025,1,0.40803051,0.23403573,FALSE
4096,4096,QSAR-TID-30028,1,62,active,Sparse_ARFF,,,,0,1026,399,0,0,1025,1,0.700970411,0.364440918,FALSE
4097,4097,QSAR-TID-101069,1,62,active,Sparse_ARFF,,,,0,1026,73,0,0,1025,1,0.584610462,0.373029709,FALSE
4098,4098,QSAR-TID-102849,1,62,active,Sparse_ARFF,,,,0,1026,23,0,0,1025,1,0.422975063,0.273950815,FALSE
4099,4099,QSAR-TID-11802,1,62,active,Sparse_ARFF,,,,0,1026,13,0,0,1025,1,0.681536436,0.263031721,FALSE
4100,4100,QSAR-TID-100410,1,62,active,Sparse_ARFF,,,,0,1026,625,0,0,1025,1,0.668034554,0.432849169,FALSE
4101,4101,QSAR-TID-10696,1,62,active,Sparse_ARFF,,,,0,1026,1070,0,0,1025,1,0.831397533,0.436961412,FALSE
4102,4102,QSAR-TID-10294,1,62,active,Sparse_ARFF,,,,0,1026,342,0,0,1025,1,0.565033436,0.364028692,FALSE
4103,4103,QSAR-TID-100948,1,62,active,Sparse_ARFF,,,,0,1026,139,0,0,1025,1,0.574988365,0.487365484,FALSE
4104,4104,QSAR-TID-103062,1,62,active,Sparse_ARFF,,,,0,1026,74,0,0,1025,1,0.611008644,0.667997599,TRUE
4105,4105,QSAR-TID-101301,1,62,active,Sparse_ARFF,,,,0,1026,151,0,0,1025,1,0.570001602,0.414998055,FALSE
4106,4106,QSAR-TID-17113,1,62,active,Sparse_ARFF,,,,0,1026,12,0,0,1025,1,0.443998098,0.260033607,FALSE
4107,4107,QSAR-TID-11049,1,62,active,Sparse_ARFF,,,,0,1026,22,0,0,1025,1,0.437039614,0.25596261,FALSE
4108,4108,QSAR-TID-17107,1,62,active,Sparse_ARFF,,,,0,1026,290,0,0,1025,1,0.556170464,0.363035202,FALSE
4109,4109,QSAR-TID-101312,1,62,active,Sparse_ARFF,,,,0,1026,80,0,0,1025,1,0.654006481,0.403000116,FALSE
4110,4110,QSAR-TID-11896,1,62,active,Sparse_ARFF,,,,0,1026,35,0,0,1025,1,0.426002026,0.285048962,FALSE
4111,4111,QSAR-TID-76,1,62,active,Sparse_ARFF,,,,0,1026,454,0,0,1025,1,0.592607021,0.391963482,FALSE
4112,4112,QSAR-TID-100906,1,62,active,Sparse_ARFF,,,,0,1026,79,0,0,1025,1,0.580975533,0.366028786,FALSE
4113,4113,QSAR-TID-10274,1,62,active,Sparse_ARFF,,,,0,1026,940,0,0,1025,1,0.795884371,0.378001213,FALSE
4114,4114,QSAR-TID-10548,1,62,active,Sparse_ARFF,,,,0,1026,1100,0,0,1025,1,0.811318398,0.377984762,FALSE
4115,4115,QSAR-TID-108,1,62,active,Sparse_ARFF,,,,0,1026,2869,0,0,1025,1,0.954006433,0.449372292,FALSE
4116,4116,QSAR-TID-12828,1,62,active,Sparse_ARFF,,,,0,1026,85,0,0,1025,1,0.631036758,0.375995159,FALSE
4117,4117,QSAR-TID-10621,1,62,active,Sparse_ARFF,,,,0,1026,99,0,0,1025,1,0.477724314,0.36003685,FALSE
4118,4118,QSAR-TID-11780,1,62,active,Sparse_ARFF,,,,0,1026,50,0,0,1025,1,0.432969809,0.316709518,FALSE
4119,4119,QSAR-TID-30043,1,62,active,Sparse_ARFF,,,,0,1026,1103,0,0,1025,1,0.797035694,0.394573927,FALSE
4120,4120,QSAR-TID-10473,1,62,active,Sparse_ARFF,,,,0,1026,376,0,0,1025,1,0.592126608,0.371020317,FALSE
4121,4121,QSAR-TID-10682,1,62,active,Sparse_ARFF,,,,0,1026,23,0,0,1025,1,0.456978798,0.301048517,FALSE
4122,4122,QSAR-TID-138,1,62,active,Sparse_ARFF,,,,0,1026,1426,0,0,1025,1,0.831297159,0.654001713,FALSE
4123,4123,QSAR-TID-101332,1,62,active,Sparse_ARFF,,,,0,1026,106,0,0,1025,1,0.606023073,0.429996729,FALSE
4124,4124,QSAR-TID-56,1,62,active,Sparse_ARFF,,,,0,1026,1631,0,0,1025,1,0.749983788,0.438511848,FALSE
4125,4125,QSAR-TID-11784,1,62,active,Sparse_ARFF,,,,0,1026,65,0,0,1025,1,0.51728034,0.322912216,FALSE
4126,4126,QSAR-TID-271,1,62,active,Sparse_ARFF,,,,0,1026,576,0,0,1025,1,0.633039474,0.38203454,FALSE
4127,4127,QSAR-TID-30004,1,62,active,Sparse_ARFF,,,,0,1026,84,0,0,1025,1,0.560374498,0.367965221,FALSE
4128,4128,QSAR-TID-10803,1,62,active,Sparse_ARFF,,,,0,1026,37,0,0,1025,1,0.508007765,0.294999361,FALSE
4129,4129,QSAR-TID-12327,1,62,active,Sparse_ARFF,,,,0,1026,42,0,0,1025,1,0.494997025,0.332843304,FALSE
4130,4130,QSAR-TID-10962,1,62,active,Sparse_ARFF,,,,0,1026,11,0,0,1025,1,0.415973186,0.263030529,FALSE
4131,4131,QSAR-TID-101276,1,62,active,Sparse_ARFF,,,,0,1026,25,0,0,1025,1,0.466991425,0.304968357,FALSE
4134,4134,Bioresponse,1,2,active,ARFF,2034,2,1717,2,1777,3751,0,0,1776,1,5.83109355,0.30600667,FALSE
4135,4135,Amazon_employee_access,1,2,active,ARFF,30872,7518,1897,2,10,32769,0,0,0,10,1.056005001,0.164808273,FALSE
4136,4136,Dexter,1,724,active,Sparse_ARFF,300,2,300,2,20001,600,0,0,20000,1,6.473034382,6.898542881,TRUE
4137,4137,Dorothea,1,724,active,Sparse_ARFF,1038,2,112,2,100001,1150,0,0,100000,1,40.06919003,36.13736033,FALSE
4138,4138,DBpedia(YAGO).arff,1,749,active,Sparse_ARFF,,2,,,2401,2886305,0,0,1,2400,144.1145787,8.601033211,FALSE
4139,4139,Wikidata,1,749,active,Sparse_ARFF,,2,,,2331,19254100,0,0,0,2331,340.9704151,15.33545399,FALSE
4140,4140,NELL,1,749,active,Sparse_ARFF,,2,,,769,120720,0,0,0,769,3.330009699,0.44796133,FALSE
4153,4153,Smartphone-Based_Recognition_of_Human_Activities,1,2,active,ARFF,30,6,30,6,68,180,0,0,66,2,0.288999557,0.054002762,FALSE
4154,4154,CreditCardSubset,1,780,active,ARFF,14217,2,23,2,31,14240,0,0,30,1,1.094723225,0.062999249,FALSE
4329,4329,thoracic_surgery,1,874,active,ARFF,400,7,70,2,17,470,0,0,3,14,0.2549932,0.050033808,FALSE
4340,4340,Engine1,1,417,active,ARFF,257,3,1,3,6,383,0,0,5,1,0.208004951,0.036994934,FALSE
4353,4353,Concrete_Data,1,952,active,ARFF,,,,,9,1030,0,0,9,0,0.211998701,0.041004896,FALSE
4531,4531,parkinsons-telemonitoring,1,874,active,ARFF,,,,,22,5875,0,0,22,0,0.415030003,0.047001123,FALSE
4532,4532,higgs,1,874,active,ARFF,,,,0,29,98050,1,9,29,0,7.48022604,0.102993965,FALSE
4533,4533,KEGGMetabolicReactionNetwork,1,874,active,ARFF,,63009,,,29,65554,0,0,27,2,4.800016165,0.536028624,FALSE
4534,4534,PhishingWebsites,1,874,active,ARFF,6157,3,4898,2,31,11055,0,0,0,31,0.685009003,0.070002794,FALSE
4535,4535,Census-Income,1,874,active,ARFF,,51,,,42,299285,0,0,13,29,51.95828152,0.23599577,FALSE
4537,4537,GesturePhaseSegmentationRAW,1,874,active,ARFF,,,,,,,,,,,0.115033627,0.090001822,FALSE
4538,4538,GesturePhaseSegmentationProcessed,1,874,active,ARFF,2950,5,998,5,33,9873,0,0,32,1,0.940316439,0.056000948,FALSE
4540,4540,ParkinsonSpeechDatasetwithMultipleTypesofSoundRecordings,1,874,active,ARFF,,,,,29,1039,0,0,29,0,0.300508738,0.046999693,FALSE
4541,4541,Diabetes130US,1,874,active,ARFF,54864,790,11357,3,50,101766,0,0,13,37,13.90344262,0.128026724,FALSE
4544,4544,GeographicalOriginalofMusic,1,874,active,ARFF,,,,0,118,1059,0,0,118,0,0.407655478,0.056972027,FALSE
4545,4545,OnlineNewsPopularity,1,874,active,ARFF,,39644,,0,61,39644,0,0,60,1,6.221256733,0.396383762,FALSE
4546,4546,Plants,1,874,active,ARFF,,,,,,,,,,,0.081112146,0.083969355,TRUE
4548,4548,BuzzinsocialmediaTomsHardware,1,874,active,ARFF,,,,,97,28179,0,0,97,0,2.344566345,0.10800004,FALSE
4549,4549,Buzzinsocialmedia_Twitter,1,874,active,ARFF,,,,0,78,583250,0,0,78,0,41.08543324,0.895000696,FALSE
4551,4551,WaveformDatabaseGenerator,1,874,active,ARFF,,,,,22,5000,0,0,22,0,0.436350584,0.06199789,FALSE
4552,4552,BachChoralHarmony,1,874,active,ARFF,503,102,1,102,17,5665,0,0,2,15,0.57155323,0.058002949,FALSE
4553,4553,TurkiyeStudentEvaluation,1,874,active,ARFF,,,,,33,5820,0,0,33,0,0.373099804,0.05699873,FALSE
4562,4562,InternetUsage,1,874,active,ARFF,,,,,,,,,,,0.101017475,0.104000092,TRUE
4563,4563,SpokenArabicDigit,1,874,active,ARFF,,,,,13,178526,4400,57200,13,0,4.40319252,0.091999054,FALSE
5587,5587,COMET_MC,1,753,active,ARFF,,,,0,6,7619400,0,0,6,0,73.90234232,1.285005808,FALSE
5648,5648,COMET_MC,2,753,active,ARFF,,,,0,6,7619400,0,0,6,0,73.69652033,1.223989964,FALSE
5889,5889,COMET_MC,3,753,active,ARFF,,,,0,6,7619400,0,0,6,0,81.35746074,1.141004086,FALSE
6331,6331,LoanDefaultPrediction,1,835,active,arff,,64,,0,771,105471,53531,785955,765,6,199.1076589,1.595992565,FALSE
6332,6332,cylinder-bands,2,2,active,ARFF,312,71,228,2,40,540,263,999,18,22,0.306996584,0.068057299,FALSE
23380,23380,cjs,3,2,active,ARFF,680,57,274,6,35,2796,2795,68100,32,3,0.401896,0.053982735,FALSE
23381,23381,dresses-sales,2,64,active,ARFF,290,24,210,2,13,500,401,835,1,12,0.199509621,0.044995308,FALSE
23383,23383,SensorDataResource,1,417,active,ARFF,,127591,,,27,127591,0,0,25,2,11.37416005,1.093964338,FALSE
23394,23394,COMET_MC_SAMPLE,1,753,active,ARFF,,,,,6,761940,0,0,6,0,7.834554672,0.138999701,FALSE
23395,23395,COMET_MC_SAMPLE,2,753,active,ARFF,,,,0,6,89640,0,0,6,0,1.179438829,0.057997465,FALSE
23396,23396,COMET_MC_SAMPLE,3,753,active,ARFF,,,,,6,89640,0,0,6,0,1.077662945,0.057002544,FALSE
23397,23397,COMET_MC_SAMPLE,4,753,active,ARFF,,,,0,6,761940,0,0,6,0,7.660875082,0.166001081,FALSE
23420,23420,yagoSchema.ttl,4,1143,active,ARFF,,,,,4,181,0,0,3,0,0.260671854,0.045000315,FALSE
23499,23499,breast-cancer-dropped-missing-attributes-values,1,1336,active,ARFF,196,11,81,2,10,277,0,0,0,10,0.258330822,0.050000906,FALSE
23512,23512,higgs,2,2,active,ARFF,51827,2,46223,2,29,98050,1,9,28,1,8.054342747,0.099995375,FALSE
23513,23513,KDD98,1,835,active,arff,,25847,,0,479,191260,191260,5587563,347,132,120.3312113,1.710089207,FALSE
23515,23515,sulfur,1,225,active,ARFF,,,,0,7,10081,0,0,7,0,0.34614253,0.054998875,FALSE
23516,23516,debutanizer,1,225,active,ARFF,,,,0,8,2394,0,0,8,0,0.266210079,0.044001579,FALSE
23517,23517,numerai28.6,2,2,active,ARFF,48658,2,47662,2,22,96320,0,0,21,1,6.641312361,0.078003407,FALSE
40474,40474,thyroid-allbp,1,64,active,ARFF,1632,5,31,5,27,2800,0,0,6,21,0.394001722,0.050992012,FALSE
40475,40475,thyroid-allhyper,1,64,active,ARFF,1632,5,31,5,27,2800,0,0,6,21,0.345002651,0.054006577,FALSE
40476,40476,thyroid-allhypo,1,64,active,ARFF,1632,5,31,5,27,2800,0,0,6,21,0.33671546,0.055994034,FALSE
40477,40477,thyroid-allrep,1,64,active,ARFF,1632,5,31,5,27,2800,0,0,6,21,0.336736202,0.062004566,FALSE
40478,40478,thyroid-dis,1,64,active,ARFF,1632,5,31,5,27,2800,0,0,6,21,0.3609972,0.055994987,FALSE
40496,40496,LED-display-domain-7digit,1,64,active,ARFF,57,10,37,10,8,500,0,0,7,1,0.255972385,0.050004244,FALSE
40497,40497,thyroid-ann,1,64,active,ARFF,3488,3,93,3,22,3772,0,0,21,1,0.30790925,0.055996656,FALSE
40498,40498,wine-quality-white,1,64,active,ARFF,2198,7,5,7,12,4898,0,0,11,1,0.299227476,0.046001673,FALSE
40499,40499,texture,1,64,active,ARFF,500,11,500,11,41,5500,0,0,40,1,0.609059811,0.051998615,FALSE
40505,40505,treepipit,1,970,active,ARFF,,,,0,10,86,0,0,10,0,0.286058187,0.041000366,FALSE
40514,40514,BNG(credit-g),2,1,active,arff,699774,11,300226,2,21,1000000,0,0,7,14,33.89578438,0.283002138,FALSE
40515,40515,BNG(spambase),2,1,active,arff,605948,3,394052,2,58,1000000,0,0,0,58,87.65442705,0.426738262,FALSE
40516,40516,BNG(optdigits),2,1,active,arff,101675,10,98637,10,65,1000000,0,0,0,65,99.27203059,0.486395836,FALSE
40517,40517,20_newsgroups.drift,2,1,active,arff,379943,2,19997,2,1001,399940,0,0,0,1001,473.5019784,1.161280394,FALSE
40518,40518,BNG(ionosphere),2,1,active,arff,641025,3,358975,2,35,1000000,0,0,0,35,57.21990871,0.268003941,FALSE
40519,40519,BNG(segment),2,1,active,arff,143586,7,142366,7,20,1000000,0,0,0,20,32.15906811,0.16600275,FALSE
40520,40520,BNG(anneal),2,1,active,arff,759652,10,555,6,39,1000000,0,0,6,33,58.17650771,0.382969618,FALSE
40536,40536,SpeedDating,1,2,active,ARFF,6998,259,1380,2,123,8378,7330,18372,59,64,1.851832628,0.095000982,FALSE
40588,40588,birds,3,2373,active,ARFF,631,12,14,2,279,645,0,0,258,21,0.612850428,0.085494757,FALSE
